"Series";"Time";"Value"
"Z";"2020-09-26T17:14:04-04:00";13509
"Z";"2020-09-26T17:14:04-04:00";17891
"Z";"2020-09-26T17:14:04-04:00";20574
"Z";"2020-09-26T17:14:04-04:00";19428
"Z";"2020-09-26T17:14:04-04:00";16840
"Z";"2020-09-26T17:14:04-04:00";14175
"Z";"2020-09-26T17:14:04-04:00";12657
"Z";"2020-09-26T17:14:04-04:00";14239
"Z";"2020-09-26T17:14:04-04:00";18450
"Z";"2020-09-26T17:14:04-04:00";20208
"Z";"2020-09-26T17:14:04-04:00";18573
"Z";"2020-09-26T17:14:04-04:00";14980
"Z";"2020-09-26T17:14:04-04:00";14152
"Z";"2020-09-26T17:14:04-04:00";15102
"Z";"2020-09-26T17:14:04-04:00";15873
"Z";"2020-09-26T17:14:04-04:00";18252
"Z";"2020-09-26T17:14:04-04:00";18750
"Z";"2020-09-26T17:14:04-04:00";16526
"Z";"2020-09-26T17:14:04-04:00";14535
"Z";"2020-09-26T17:14:04-04:00";14755
"Z";"2020-09-26T17:14:04-04:00";16078
"Z";"2020-09-26T17:14:04-04:00";17987
"Z";"2020-09-26T17:14:04-04:00";19237
"Z";"2020-09-26T17:14:04-04:00";16794
"Z";"2020-09-26T17:14:04-04:00";14808
"Z";"2020-09-26T17:14:04-04:00";16205
"Z";"2020-09-26T17:14:04-04:00";15831
"Z";"2020-09-26T17:14:04-04:00";15264
"Z";"2020-09-26T17:14:04-04:00";16586
"Z";"2020-09-26T17:14:04-04:00";18298
"Z";"2020-09-26T17:14:04-04:00";17776
"Z";"2020-09-26T17:14:04-04:00";15173
"Z";"2020-09-26T17:14:04-04:00";15804
"Z";"2020-09-26T17:14:04-04:00";16185
"Z";"2020-09-26T17:14:04-04:00";15764
"Z";"2020-09-26T17:14:04-04:00";16810
"Z";"2020-09-26T17:14:04-04:00";18011
"Z";"2020-09-26T17:14:04-04:00";18023
"Z";"2020-09-26T17:14:04-04:00";15877
"Z";"2020-09-26T17:14:04-04:00";14677
"Z";"2020-09-26T17:14:04-04:00";15076
"Z";"2020-09-26T17:14:04-04:00";16661
"Z";"2020-09-26T17:14:04-04:00";17583
"Z";"2020-09-26T17:14:04-04:00";17130
"Z";"2020-09-26T17:14:04-04:00";17109
"Z";"2020-09-26T17:14:04-04:00";17175
"Z";"2020-09-26T17:14:04-04:00";16611
"Z";"2020-09-26T17:14:04-04:00";14586
"Z";"2020-09-26T17:14:04-04:00";14391
"Z";"2020-09-26T17:14:04-04:00";17313
"Z";"2020-09-26T17:14:04-04:00";18020
"Z";"2020-09-26T17:14:04-04:00";17135
"Z";"2020-09-26T17:14:04-04:00";17676
"Z";"2020-09-26T17:14:04-04:00";17555
"Z";"2020-09-26T17:14:04-04:00";15218
"Z";"2020-09-26T17:14:04-04:00";13424
"Z";"2020-09-26T17:14:04-04:00";15490
"Z";"2020-09-26T17:14:04-04:00";17726
"Z";"2020-09-26T17:14:04-04:00";18079
"Z";"2020-09-26T17:14:04-04:00";17492
"Z";"2020-09-26T17:14:04-04:00";17241
"Z";"2020-09-26T17:14:04-04:00";16236
"Z";"2020-09-26T17:14:04-04:00";14382
"Z";"2020-09-26T17:14:04-04:00";14584
"Z";"2020-09-26T17:14:04-04:00";16120
"Z";"2020-09-26T17:14:04-04:00";17994
"Z";"2020-09-26T17:14:04-04:00";18960
"Z";"2020-09-26T17:14:04-04:00";18010
"Z";"2020-09-26T17:14:04-04:00";15233
"Z";"2020-09-26T17:14:04-04:00";15009
"Z";"2020-09-26T17:14:04-04:00";16400
"Z";"2020-09-26T17:14:04-04:00";15820
"Z";"2020-09-26T17:14:04-04:00";16347
"Z";"2020-09-26T17:14:04-04:00";17569
"Z";"2020-09-26T17:14:04-04:00";16282
"Z";"2020-09-26T17:14:04-04:00";15780
"Z";"2020-09-26T17:14:04-04:00";17014
"Z";"2020-09-26T17:14:04-04:00";17429
"Z";"2020-09-26T17:14:04-04:00";16757
"Z";"2020-09-26T17:14:04-04:00";15621
"Z";"2020-09-26T17:14:04-04:00";15767
"Z";"2020-09-26T17:14:04-04:00";15472
"Z";"2020-09-26T17:14:04-04:00";16841
"Z";"2020-09-26T17:14:04-04:00";18559
"Z";"2020-09-26T17:14:04-04:00";18200
"Z";"2020-09-26T17:14:04-04:00";16040
"Z";"2020-09-26T17:14:04-04:00";14397
"Z";"2020-09-26T17:14:04-04:00";15155
"Z";"2020-09-26T17:14:04-04:00";14568
"Z";"2020-09-26T17:14:04-04:00";16855
"Z";"2020-09-26T17:14:04-04:00";20815
"Z";"2020-09-26T17:14:04-04:00";19349
"Z";"2020-09-26T17:14:04-04:00";15645
"Z";"2020-09-26T17:14:04-04:00";13760
"Z";"2020-09-26T17:14:04-04:00";14171
"Z";"2020-09-26T17:14:04-04:00";15209
"Z";"2020-09-26T17:14:05-04:00";16565
"Z";"2020-09-26T17:14:05-04:00";19269
"Z";"2020-09-26T17:14:05-04:00";19529
"Z";"2020-09-26T17:14:05-04:00";16652
"Z";"2020-09-26T17:14:05-04:00";14567
"Z";"2020-09-26T17:14:05-04:00";14852
"Z";"2020-09-26T17:14:05-04:00";15090
"Z";"2020-09-26T17:14:05-04:00";17103
"Z";"2020-09-26T17:14:05-04:00";18649
"Z";"2020-09-26T17:14:05-04:00";16275
"Z";"2020-09-26T17:14:05-04:00";16886
"Z";"2020-09-26T17:14:05-04:00";16788
"Z";"2020-09-26T17:14:05-04:00";14689
"Z";"2020-09-26T17:14:05-04:00";14822
"Z";"2020-09-26T17:14:05-04:00";16572
"Z";"2020-09-26T17:14:05-04:00";19086
"Z";"2020-09-26T17:14:05-04:00";18408
"Z";"2020-09-26T17:14:05-04:00";16565
"Z";"2020-09-26T17:14:05-04:00";16370
"Z";"2020-09-26T17:14:05-04:00";15285
"Z";"2020-09-26T17:14:05-04:00";14102
"Z";"2020-09-26T17:14:05-04:00";16248
"Z";"2020-09-26T17:14:05-04:00";17895
"Z";"2020-09-26T17:14:05-04:00";17222
"Z";"2020-09-26T17:14:05-04:00";17314
"Z";"2020-09-26T17:14:05-04:00";16884
"Z";"2020-09-26T17:14:05-04:00";14776
"Z";"2020-09-26T17:14:05-04:00";14585
"Z";"2020-09-26T17:14:05-04:00";16768
"Z";"2020-09-26T17:14:05-04:00";18123
"Z";"2020-09-26T17:14:05-04:00";18851
"Z";"2020-09-26T17:14:05-04:00";18373
"Z";"2020-09-26T17:14:05-04:00";15423
"Z";"2020-09-26T17:14:05-04:00";12840
"Z";"2020-09-26T17:14:05-04:00";13367
"Z";"2020-09-26T17:14:05-04:00";16663
"Z";"2020-09-26T17:14:05-04:00";19318
"Z";"2020-09-26T17:14:05-04:00";18923
"Z";"2020-09-26T17:14:05-04:00";18351
"Z";"2020-09-26T17:14:05-04:00";16741
"Z";"2020-09-26T17:14:05-04:00";13600
"Z";"2020-09-26T17:14:05-04:00";13205
"Z";"2020-09-26T17:14:05-04:00";15532
"Z";"2020-09-26T17:14:05-04:00";18527
"Z";"2020-09-26T17:14:05-04:00";19978
"Z";"2020-09-26T17:14:05-04:00";18372
"Z";"2020-09-26T17:14:05-04:00";14892
"Z";"2020-09-26T17:14:05-04:00";13018
"Z";"2020-09-26T17:14:05-04:00";14592
"Z";"2020-09-26T17:14:05-04:00";16645
"Z";"2020-09-26T17:14:05-04:00";18010
"Z";"2020-09-26T17:14:05-04:00";20013
"Z";"2020-09-26T17:14:05-04:00";19493
"Z";"2020-09-26T17:14:05-04:00";14446
"Z";"2020-09-26T17:14:05-04:00";12116
"Z";"2020-09-26T17:14:05-04:00";13968
"Z";"2020-09-26T17:14:05-04:00";16879
